,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Sonata: Padouana a 5 - Banchetto musicale,0.102,0.00613,-36.837,0.0414,0.965,0.958,0.108,0.0375,70.539,184493.0
"Sanctus Motet: ""Jesaja dem Propheten das geschah"" Source: Polyhymnia caduceatrix (1619)",0.215,0.21,-19.906,0.0417,0.946,0.265,0.0949,0.16,104.46,384773.0
"Organ Prelude: ""Wie schön leuchtet der Morgenstern"" - ""Görlitzer Tabulatur-Buch"" (1650) -",0.121,0.00197,-42.329,0.0419,0.928,0.321,0.0824,0.32,71.87,95240.0
"Communion Motet: ""Wie schön leuchtet der Morgenstern"" - Polyhymnia caduceatrix",0.179,0.0482,-28.152,0.0414,0.965,0.408,0.092,0.1,105.856,206133.0
"Communion Motet: ""Uns ist ein Kindlein heut geborn"" - Musae Sioniae VI (1609) -",0.131,0.0235,-38.379,0.0457,0.985,8.27e-05,0.16,0.0661,85.99,131067.0
"Post-Communion: ""Der Herr sei mit euch"" - Musae Sioniae VIII (1610) -",0.0934,0.00595,-34.507,0.0342,0.84,0.0,0.224,0.0397,84.454,78533.0
"Benediction: ""Der Herr segne dich und behüte dich"" - Missodia Sionia (1611) -",0.143,0.0382,-30.958,0.0352,0.923,0.0005,0.122,0.0877,99.023,61867.0
"Final Hymn: ""Puer nobis nascitur"" - Musae Sioniae VI",0.226,0.234,-21.548,0.0488,0.938,0.082,0.298,0.246,121.229,176360.0
"Organ Voluntary: ""Nun lob mein Seel""",0.162,0.142,-25.477,0.0349,0.795,0.866,0.389,0.249,67.828,184467.0
"Recessional: ""In dulci jubilo"" - Polyhymnia caduceatrix (1619) -",0.182,0.279,-15.976,0.0408,0.887,0.794,0.161,0.117,68.077,322667.0
"Violin Concerto In D, Op.77: 1. Allegro non troppo",0.194,0.0727,-22.176,0.0475,0.903,0.0472,0.0597,0.0681,83.293,1332733.0
"Violin Concerto In D, Op.77: 2. Adagio",0.12,0.072,-23.669,0.0466,0.964,0.568,0.0967,0.0357,70.457,588733.0
"Violin Concerto In D, Op.77: 3. Allegro giocoso, ma non troppo vivace - Poco più presto",0.409,0.182,-18.72,0.0525,0.876,0.107,0.196,0.385,88.537,481693.0
"Concerto For Violin And Cello In A Minor, Op.102: 1. Allegro",0.448,0.306,-16.574,0.0428,0.86,0.25,0.336,0.472,99.804,285840.0
"Concerto For Violin And Cello In A Minor, Op.102: 2. Andante",0.155,0.104,-22.026,0.0466,0.983,0.677,0.124,0.0634,93.643,454136.0
"Concerto For Violin And Cello In A Minor, Op.102: 3. Vivace non troppo - Poco meno allegro - Tempo I",0.31,0.197,-13.763,0.0421,0.972,0.675,0.109,0.325,82.537,535107.0
"Idomeneo, re di Creta, K.366 / Act 1: ""Quando avran fine omai"" - ""Padre, germani, addio!""",0.385,0.0991,-18.942,0.0511,0.988,0.000467,0.0728,0.0914,139.036,443013.0
"Manon / Act 3: ""Suis-je gentille ainsi?"" / ""Obéissons, quand leur voix appelle""",0.382,0.0362,-24.556,0.0517,0.98,0.00888,0.0973,0.0557,110.244,358000.0
Lucia di Lammermoor / Act 1: Ancor non giunse!...Regnava nel silenzio,0.317,0.13,-19.158,0.0534,0.971,0.0102,0.078,0.0641,95.767,789013.0
Faust / Act 3: Chanson du roi de Thule - Air des Bijoux,0.318,0.107,-20.383,0.0468,0.979,7.09e-05,0.083,0.158,95.942,278000.0
"Rusalka, Op.114, B.203 / Act 1: Mesicku na nebi hlubokém",0.167,0.0958,-19.37,0.0582,0.984,0.00439,0.0978,0.0461,75.313,306773.0
"Violin Concerto In D, Op.35, TH. 59: 1. Allegro moderato",0.293,0.146,-18.624,0.0502,0.921,0.0111,0.141,0.138,92.521,1113347.0
"Violin Concerto In D, Op.35, TH. 59: 2. Canzonetta (Andante)",0.191,0.129,-25.275,0.0484,0.843,0.303,0.11,0.0755,103.852,404000.0
"Violin Concerto In D, Op.35, TH. 59: 3. Finale (Allegro vivacissimo)",0.428,0.36,-14.836,0.0743,0.854,0.78,0.157,0.415,85.064,347000.0
"Etudes-Caprices For 2 Violins, Op.18: No.2 In E Flat Major",0.244,0.14,-16.846,0.0495,0.994,0.67,0.193,0.342,94.317,269400.0
"Etudes-Caprices For 2 Violins, Op.18: No.5 In E Major",0.695,0.362,-14.846,0.105,0.947,0.703,0.0656,0.837,90.34,115000.0
"Etudes-Caprices For 2 Violins, Op.18: No.4 In A Minor",0.645,0.344,-17.679,0.0539,0.963,0.105,0.272,0.91,105.781,100800.0
"Navarra For Two Violins, Op.33",0.404,0.248,-14.069,0.0536,0.947,0.342,0.0708,0.405,76.502,365000.0
"Madrigals, Book 7: Con che soavità, SV 139",0.217,0.105,-18.025,0.043,0.937,7.18e-05,0.0737,0.154,79.423,237453.0
Lamento della Regina d'Inghilterra,0.263,0.0353,-23.317,0.0468,0.952,0.00267,0.0903,0.051,97.879,383587.0
Il Ballo del Gran Duca Op.16: Corrente Nona,0.273,0.0357,-25.185,0.0341,0.831,0.00686,0.174,0.457,102.915,199000.0
"Cantata ""Cessate, omai cessate"" RV 684",0.289,0.062,-20.288,0.0445,0.968,1.67e-05,0.112,0.133,87.766,352200.0
"Lamento d'Arianna, SV 22",0.263,0.0906,-18.188,0.0439,0.984,1.52e-06,0.118,0.0434,117.789,729173.0
"Incassum, Lesbia, rogas Z.383",0.273,0.0333,-19.225,0.0512,0.951,4.31e-05,0.129,0.0642,170.761,457453.0
"Ciaccona, Z. 730",0.136,0.0093,-42.54,0.0419,0.987,0.896,0.0842,0.352,82.901,112000.0
"""O Solitude""",0.356,0.118,-14.487,0.0324,0.917,0.047,0.118,0.144,62.281,378880.0
"Concerto For Violin And Strings In E, Op.8, No.1, RV 269 ""La Primavera"": 1. Allegro",0.497,0.0836,-18.329,0.0466,0.877,0.622,0.406,0.348,98.187,206493.0
"Concerto For Violin And Strings In F, Op.8, No.3, RV 293 ""L'autunno"": 3. Allegro (La caccia)",0.531,0.138,-20.168,0.132,0.938,0.408,0.659,0.333,134.0,232027.0
"Concerto For Violin And Strings In F Minor, Op.8, No.4, RV 297 ""L'inverno"": 1. Allegro non molto",0.368,0.167,-18.726,0.0541,0.843,0.952,0.0843,0.164,156.195,203000.0
"Concerto For Violin And Strings In F Minor, Op.8, No.4, RV 297 ""L'inverno"": 2. Largo",0.211,0.0626,-28.966,0.0445,0.344,0.886,0.0851,0.113,113.086,160000.0
"Concerto For Violin And Strings In F Minor, Op.8, No.4, RV 297 ""L'inverno"": 3. Allegro",0.289,0.27,-19.965,0.151,0.906,0.114,0.677,0.354,73.673,220360.0
"Concerto For Oboe, Violin, Strings And Continuo In B Flat, RV 548: 1. (Allegro)",0.605,0.161,-17.245,0.039,0.793,0.00392,0.337,0.534,104.628,224000.0
"Concerto For Oboe, Violin, Strings And Continuo In B Flat, RV 548: 2. Largo",0.176,0.0267,-26.273,0.0457,0.779,0.0835,0.121,0.141,100.016,200493.0
"Concerto For Oboe, Violin, Strings And Continuo In B Flat, RV 548: 3. Allegro",0.602,0.103,-19.21,0.0353,0.79,0.0155,0.123,0.655,99.139,138253.0
"Concerto For 2 Violins, Strings And Continuo In G Major, RV 516: 1. Allegro molto",0.49,0.181,-18.635,0.0557,0.861,5.38e-05,0.0827,0.474,121.315,230440.0
"Concerto For 2 Violins, Strings And Continuo In G Major, RV 516: 2. Andante (molto)",0.362,0.0163,-24.501,0.0467,0.781,6.49e-06,0.196,0.199,105.869,116787.0
"Concerto For 2 Violins, Strings And Continuo In G Major, RV 516: 3. Allegro",0.518,0.186,-17.23,0.0402,0.794,0.000132,0.0731,0.597,133.726,190133.0
"Nocturne No.1 In B Flat Minor, Op.9 No.1",0.261,0.0149,-27.528,0.0419,0.992,0.897,0.102,0.0382,75.296,286987.0
"Nocturne No.2 In E Flat, Op.9 No.2",0.441,0.0123,-29.03,0.0495,0.992,0.889,0.139,0.0797,65.538,169236.0
"Nocturne No.3 In B, Op.9 No.3",0.196,0.0408,-26.829,0.0417,0.993,0.946,0.0806,0.0618,67.71,340427.0
"Nocturne No.4 In F, Op.15 No.1",0.195,0.0151,-27.064,0.0373,0.993,0.924,0.0661,0.0785,88.572,238360.0
"Nocturne No.5 In F Sharp, Op.15 No.2",0.297,0.0204,-28.613,0.0405,0.993,0.896,0.0871,0.0855,125.035,190693.0
"Nocturne No.6 In G Minor, Op.15 No.3",0.47,0.0748,-21.138,0.0555,0.994,0.835,0.141,0.129,73.934,73587.0
"Nocturne No.7 In C Sharp Minor, Op.27 No.1",0.342,0.0122,-21.129,0.04,0.988,0.885,0.105,0.0544,75.42,327187.0
"Nocturne No.8 In D Flat, Op.27 No.2",0.333,0.0158,-28.25,0.0379,0.994,0.906,0.0973,0.0396,59.014,362107.0
"Nocturne No.9 In B, Op.32 No.1",0.361,0.048,-23.467,0.0545,0.995,0.916,0.0823,0.0507,75.922,309907.0
"Nocturne No.10 In A Flat, Op.32 No.2",0.204,0.0432,-27.113,0.0393,0.995,0.918,0.123,0.145,75.597,277773.0
"Nocturne No.11 In G Minor, Op.37 No.1",0.401,0.0384,-24.763,0.0373,0.996,0.874,0.0912,0.28,74.333,78933.0
"Nocturne No.12 In G, Op.37 No.2",0.342,0.0197,-29.401,0.0419,0.996,0.92,0.0872,0.038,138.569,354587.0
"Nocturne No.13 In C Minor, Op.48 No.1",0.352,0.0371,-24.236,0.0427,0.987,0.909,0.0869,0.0381,96.919,388962.0
"Nocturne No.14 In F Sharp Minor, Op.48 No.2",0.36,0.132,-21.663,0.0489,0.995,0.918,0.069,0.0714,107.398,78133.0
"Nocturne No.15 In F Minor, Op.55 No.1",0.298,0.0263,-24.209,0.038,0.99,0.9,0.0648,0.0783,76.583,290960.0
"Nocturne No.16 In E Flat, Op.55 No.2",0.28,0.0359,-27.727,0.0416,0.993,0.857,0.139,0.0829,65.015,274440.0
"Nocturne No.17 In B, Op.62 No.1",0.205,0.0146,-34.283,0.0428,0.994,0.9,0.114,0.0584,72.705,358987.0
"Nocturne No.18 In E, Op.62 No.2",0.248,0.0312,-30.215,0.0349,0.994,0.915,0.126,0.0941,73.394,316840.0
"Nocturne No.19 In E Minor, Op.72 No.1",0.331,0.00735,-30.904,0.0362,0.991,0.952,0.0968,0.0944,66.628,241987.0
"Nocturne No.20 In C Sharp Minor, Op.Posth.",0.278,0.00761,-34.876,0.0445,0.987,0.802,0.0767,0.133,66.439,240290.0
"Nocturne No.21 In C Minor, Op.Posth.",0.311,0.0409,-26.384,0.0414,0.993,0.909,0.19,0.101,73.291,164173.0
"Sonata In E Major, Kk.20: Presto",0.579,0.0454,-27.788,0.0553,0.99,0.856,0.106,0.353,130.302,211000.0
"Sonata In E Major, Kk.135: Allegro",0.346,0.117,-26.931,0.0503,0.992,0.919,0.115,0.419,180.974,256000.0
"Sonata In D Minor, Kk.9: Allegro moderato",0.418,0.118,-18.69,0.0405,0.802,0.0,0.158,0.268,134.046,447360.0
"Sonata In D Major, Kk.119: Allegro",0.466,0.0954,-26.446,0.0454,0.994,0.904,0.0988,0.21,126.307,314000.0
"Sonata In D Minor, Kk.1: Allegro",0.505,0.0649,-33.072,0.0463,0.995,0.919,0.087,0.549,107.471,150000.0
"Sonata In B Minor, Kk.87: Andante",0.427,0.0836,-21.983,0.047,0.992,0.911,0.103,0.356,129.965,217867.0
"Sonata In E Minor (Allegrissimo), Kk.98",0.302,0.0496,-30.866,0.051,0.996,0.913,0.11,0.172,83.803,198000.0
"Sonata In G, Kk.13: Presto",0.589,0.114,-27.306,0.0557,0.995,0.881,0.183,0.897,105.589,264000.0
"Sonata In G Minor, Kk.8: Allegro",0.429,0.00248,-31.581,0.0587,0.994,0.919,0.0677,0.494,101.2,355000.0
"Sonata In C Minor, Kk.11: Moderato",0.517,0.0193,-30.758,0.0516,0.993,0.895,0.106,0.419,81.647,173000.0
"Sonata In G Minor, Kk.450: Allegrissimo",0.508,0.573,-14.777,0.0292,0.93,0.383,0.0501,0.922,104.27,201320.0
"Sonata In C Major, Kk.159: Allegro",0.439,0.202,-24.804,0.0752,0.992,0.878,0.0989,0.543,169.11,151000.0
"Sonata In C Major, Kk.487: Allegro",0.532,0.113,-24.122,0.0414,0.991,0.929,0.124,0.651,133.264,232000.0
"Sonata In B Flat Major, Kk.529: Allegro",0.318,0.178,-27.005,0.0508,0.994,0.88,0.114,0.615,178.312,150000.0
"Sonata In E, Kk.380: Andante commodo",0.299,0.231,-20.287,0.0375,0.88,0.00408,0.101,0.298,77.926,383173.0
"12 Etudes, Op.10: No.1 In C",0.262,0.207,-19.746,0.0313,0.972,0.842,0.241,0.064,95.716,108227.0
"12 Etudes, Op.10: No.2 In A Minor ""Chromatique""",0.395,0.14,-25.93,0.0364,0.984,0.956,0.181,0.807,75.351,85000.0
"12 Etudes, Op.10: No.3 In E ""Tristesse""",0.374,0.115,-17.641,0.0532,0.993,0.918,0.0776,0.0395,68.056,221520.0
"12 Etudes, Op.10: No.4 In C Sharp Minor",0.476,0.311,-17.078,0.0263,0.989,0.949,0.289,0.6,95.487,106867.0
"12 Etudes, Op.10: No.5 In G Flat ""Black Keys""",0.359,0.0934,-23.223,0.0388,0.987,0.913,0.119,0.593,115.113,101440.0
"12 Etudes, Op.10: No.6 In E Flat Minor",0.298,0.005,-36.556,0.0433,0.995,0.893,0.126,0.0571,71.913,196920.0
"12 Etudes, Op.10: No.7 In C",0.303,0.369,-19.03,0.032,0.989,0.953,0.0989,0.54,137.704,87680.0
"12 Etudes, Op.10: No.8 In F",0.306,0.321,-18.701,0.0284,0.976,0.859,0.0851,0.425,90.723,130067.0
"12 Etudes, Op.10: No.9 In F Minor",0.298,0.0744,-21.284,0.0392,0.99,0.893,0.107,0.0653,90.27,124560.0
"12 Etudes, Op.10: No.10 In A Flat",0.201,0.13,-24.58,0.0387,0.987,0.901,0.111,0.449,145.581,116400.0
"12 Etudes, Op.10: No.11 In E Flat",0.415,0.079,-23.659,0.0455,0.993,0.942,0.183,0.216,103.174,104000.0
"12 Etudes, Op.10: No.12 In C Minor ""Revolutionary""",0.182,0.159,-19.205,0.0311,0.977,0.885,0.104,0.175,83.448,148693.0
"12 Etudes, Op.25: No.1 In A Flat ""Harp Study""",0.244,0.104,-23.48,0.0333,0.981,0.878,0.108,0.0379,106.838,129387.0
"12 Etudes, Op.25: No.2 In F Minor",0.29,0.275,-22.67,0.0333,0.989,0.897,0.0986,0.662,134.402,75893.0
"12 Etudes, Op.25: No.3 In F",0.434,0.186,-23.022,0.0756,0.993,0.931,0.119,0.145,88.385,89413.0
"12 Etudes, Op.25: No.4 In A Minor",0.564,0.226,-23.388,0.0396,0.993,0.88,0.0935,0.735,106.626,89000.0
"12 Etudes, Op.25: No.5 In E Minor",0.315,0.188,-18.893,0.0397,0.99,0.839,0.112,0.176,136.935,175494.0
"12 Etudes, Op.25: No.6 In G Sharp Minor",0.365,0.144,-26.984,0.0343,0.988,0.888,0.116,0.608,76.155,112387.0
"12 Etudes, Op.25: No.7 In C Sharp Minor",0.297,0.00171,-32.334,0.0464,0.988,0.971,0.0915,0.0,88.614,48987.0
"12 Etudes, Op.25: No.8 In D Flat",0.289,0.323,-20.201,0.0404,0.99,0.869,0.134,0.755,117.093,67000.0
"12 Etudes, Op.25: No.9 In G Flat ""Butterfly Wings""",0.39,0.389,-18.184,0.0478,0.975,0.909,0.116,0.581,120.371,56067.0
"12 Etudes, Op.25: No.10 In B Minor",0.223,0.00266,-37.342,0.0362,0.992,0.984,0.0759,0.0721,64.528,215000.0
"12 Etudes, Op.25: No.11 In A Minor ""Winter Wind""",0.298,0.242,-16.123,0.0428,0.991,0.906,0.114,0.163,92.055,60760.0
"12 Etudes, Op.25: No.12 In C Minor",0.263,0.11,-22.892,0.0324,0.983,0.846,0.108,0.0626,71.163,148000.0
"Zar und Zimmermann / Act 1: Nr.4 Arie: ""O sancta justitia!""",0.431,0.265,-14.586,0.0544,0.973,0.00163,0.19,0.389,137.327,389413.0
"Zar und Zimmermann / Act 3: Nr.13 Ensemble: ""Den hohen Herrscher würdig...""",0.334,0.297,-14.514,0.0502,0.967,0.000105,0.159,0.384,178.799,569400.0
Der Wildschütz / Act 2: Fünftausend Taler!... Träum oder wach' ich?,0.362,0.29,-14.041,0.076,0.967,8.6e-05,0.149,0.43,72.211,309627.0
"Tannhäuser / Act 2: ""Gar viel und schön""",0.322,0.111,-20.772,0.042,0.935,0.00158,0.42,0.115,126.693,367227.0
Tannhäuser / Act 3: Wie Todesahnung... O du mein holder Abendstern (Wolfram),0.193,0.0405,-29.698,0.0427,0.96,0.308,0.0855,0.0386,137.672,353000.0
"Die schweigsame Frau, Op.80, TrV 265 / Act 3: Wie schön ist doch die Musik",0.0812,0.2,-23.899,0.0906,0.93,0.212,0.182,0.154,77.721,267507.0
"Mass In B Minor, BWV 232 / Kyrie: Kyrie eleison - 1",0.0699,0.12,-21.8,0.0402,0.978,0.497,0.239,0.125,73.467,568960.0
"Mass In B Minor, BWV 232 / Kyrie: Christe eleison",0.206,0.0771,-23.877,0.0472,0.893,0.00241,0.11,0.294,144.807,289547.0
"Mass In B Minor, BWV 232 / Kyrie: Kyrie eleison - 2",0.0699,0.12,-21.8,0.0402,0.978,0.497,0.239,0.125,73.467,568960.0
"Mass In B Minor, BWV 232 / Gloria: Gloria in excelsis Deo",0.455,0.385,-16.213,0.0302,0.918,0.768,0.67,0.728,91.699,101973.0
"Mass In B Minor, BWV 232 / Gloria: Et in terra pax",0.221,0.178,-18.642,0.0451,0.966,0.911,0.107,0.154,63.535,296200.0
"Mass In B Minor, BWV 232 / Gloria: Laudamus te",0.315,0.0524,-24.739,0.0491,0.936,0.00455,0.112,0.26,127.491,243960.0
"Mass In B Minor, BWV 232 / Gloria: Gratias agimus tibi",0.198,0.228,-16.079,0.0443,0.974,0.965,0.122,0.0904,109.933,195813.0
"Mass In B Minor, BWV 232 / Gloria: Domine Deus",0.358,0.0687,-26.012,0.0463,0.959,0.000372,0.443,0.335,75.385,308933.0
"Mass In B Minor, BWV 232 / Gloria: Qui tollis peccata mundi",0.17,0.08,-24.58,0.0383,0.989,0.578,0.111,0.0361,97.617,185587.0
"Mass In B Minor, BWV 232 / Gloria: Qui sedes ad dexteram Patris",0.256,0.0248,-25.472,0.0448,0.984,0.017,0.11,0.175,116.529,264333.0
"Mass In B Minor, BWV 232 / Gloria: Quoniam tu solus sanctus",0.416,0.127,-24.79,0.0401,0.989,0.115,0.119,0.63,87.963,259053.0
"Mass In B Minor, BWV 232 / Gloria: Cum Sancto Spiritu",0.45,0.455,-16.554,0.0356,0.953,0.36,0.0912,0.374,101.618,260253.0
"Mass In B Minor, BWV 232 / Credo: Credo in unum Deum",0.342,0.339,-15.041,0.0335,0.977,0.000229,0.252,0.324,106.467,107720.0
"Mass In B Minor, BWV 232 / Credo: Patrem omnipotentem",0.32,0.379,-14.608,0.0343,0.985,0.108,0.136,0.817,94.28,117013.0
"Mass In B Minor, BWV 232 / Credo: Et in unum Dominum",0.284,0.0842,-23.655,0.0485,0.948,0.000276,0.136,0.389,74.983,260947.0
"Mass In B Minor, BWV 232 / Credo: Et incarnatus est",0.0737,0.0338,-27.833,0.041,0.988,0.797,0.111,0.0341,78.291,217440.0
"Mass In B Minor, BWV 232 / Credo: Crucifixus",0.179,0.0554,-26.357,0.0366,0.973,0.00742,0.108,0.0379,103.072,197253.0
"Mass In B Minor, BWV 232 / Credo: Et resurrexit",0.532,0.348,-16.852,0.0318,0.965,0.212,0.0771,0.621,104.737,234373.0
"Mass In B Minor, BWV 232 / Credo: Et in Spiritum Sanctum",0.137,0.0286,-31.067,0.0477,0.98,0.205,0.207,0.164,86.377,328827.0
"Mass In B Minor, BWV 232 / Credo: Confiteor unum baptisma",0.385,0.21,-22.489,0.0354,0.99,0.000448,0.0926,0.529,103.041,151760.0
"Mass In B Minor, BWV 232 / Credo: Et expecto resurrectionem",0.268,0.245,-18.884,0.0378,0.959,0.952,0.155,0.128,108.45,213800.0
"Mass In B Minor, BWV 232 / Sanctus: Sanctus",0.134,0.304,-15.372,0.0388,0.963,0.536,0.213,0.238,180.734,352600.0
"Mass In B Minor, BWV 232 / Sanctus: Osanna in excelsis - 1",0.586,0.359,-18.63,0.0406,0.962,0.799,0.0841,0.894,91.77,150827.0
"Mass In B Minor, BWV 232 / Sanctus: Benedictus",0.0975,0.0077,-35.355,0.0539,0.952,0.0208,0.152,0.0783,70.565,287360.0
"Mass In B Minor, BWV 232 / Sanctus: Osanna in excelsis - 2",0.586,0.359,-18.63,0.0406,0.962,0.799,0.0841,0.894,91.77,150827.0
"Mass In B Minor, BWV 232 / Agnus Dei: Agnus Dei",0.108,0.0099,-31.557,0.0469,0.976,0.00361,0.162,0.0442,86.297,319453.0
"Mass In B Minor, BWV 232 / Agnus Dei: Dona nobis pacem",0.125,0.268,-16.832,0.051,0.957,0.964,0.103,0.038,92.973,252147.0
"Piano Concerto No.2 In C Minor, Op.18: 1. Moderato",0.132,0.108,-19.056,0.0367,0.982,0.919,0.0658,0.0529,54.761,641133.0
"Piano Concerto No.2 In C Minor, Op.18: 2. Adagio sostenuto",0.194,0.0545,-24.877,0.0366,0.983,0.945,0.0551,0.0385,140.966,644273.0
"Piano Concerto No.2 In C Minor, Op.18: 3. Allegro scherzando",0.319,0.148,-18.524,0.0336,0.981,0.899,0.0772,0.067,134.886,702018.0
"Prelude In C, Op.32, No.1",0.326,0.0342,-19.883,0.0576,0.995,0.889,0.0837,0.0387,67.886,299693.0
"Prelude In B Flat Minor, Op.32, No.2",0.338,0.0342,-25.229,0.0353,0.995,0.832,0.0869,0.0591,95.018,195387.0
"Prélude In B Flat, Op.23, No.2",0.26,0.268,-15.678,0.0348,0.964,0.837,0.15,0.156,94.763,208533.0
"Prelude In D, Op.23, No.4",0.299,0.00745,-29.665,0.0375,0.994,0.904,0.101,0.118,74.255,336133.0
"Prelude In G Minor, Op.23, No.5",0.411,0.12,-18.911,0.0379,0.991,0.845,0.115,0.109,124.042,230840.0
"Prelude In C Minor, Op.23, No.7",0.194,0.102,-22.921,0.0305,0.986,0.837,0.227,0.0729,86.792,147293.0
"Cello Concerto In B Minor, Op.104, B. 191: 1. Allegro",0.231,0.132,-20.277,0.0442,0.963,0.671,0.135,0.0557,121.238,942000.0
"Cello Concerto In B Minor, Op.104, B. 191: 2. Adagio ma non troppo",0.107,0.0623,-27.02,0.0473,0.938,0.842,0.117,0.0358,91.752,761000.0
"Cello Concerto In B Minor, Op.104, B. 191: 3. Finale (Allegro moderato)",0.138,0.0862,-21.026,0.0378,0.931,0.756,0.0709,0.0684,83.486,778000.0
"Variations On A Rococo Theme, Op.33, TH.57: Moderato assai quasi andante",0.382,0.00563,-24.273,0.0383,0.961,0.646,0.17,0.309,54.939,54333.0
"Variations On A Rococo Theme, Op.33, TH.57: Tema: Moderato semplice",0.25,0.0225,-30.277,0.0535,0.987,0.61,0.286,0.136,96.996,102933.0
"Variations On A Rococo Theme, Op.33, TH.57: Variazione I: Tempo del Tema",0.414,0.0654,-28.941,0.0456,0.99,0.969,0.575,0.776,93.719,46667.0
"Variations On A Rococo Theme, Op.33, TH.57: Variazione II: Tempo del Tema",0.414,0.0654,-28.941,0.0456,0.99,0.969,0.575,0.776,93.719,46667.0
"Variations On A Rococo Theme, Op.33, TH.57: Variazione III: Andante sostenuto",0.166,0.0782,-26.932,0.0449,0.973,0.88,0.144,0.0397,131.21,239000.0
"Variations On A Rococo Theme, Op.33, TH.57: Variazione IV: Andante grazioso",0.267,0.0381,-29.396,0.0561,0.97,0.132,0.199,0.283,101.467,113333.0
"Variations On A Rococo Theme, Op.33, TH.57: Variazione V: Allegro moderato",0.316,0.0483,-22.732,0.058,0.96,0.887,0.315,0.253,132.199,85600.0
"Variations On A Rococo Theme, Op.33, TH.57: Variazione VI: Andante",0.0812,0.00632,-36.329,0.0499,0.967,0.0562,0.107,0.0366,81.596,186773.0
"Variations On A Rococo Theme, Op.33, TH.57: Variazione VII e Coda: Allegro vivo",0.341,0.257,-20.979,0.0513,0.955,0.876,0.101,0.466,165.604,118667.0
Songs Of Travel: 1. The Vagabond,0.5,0.132,-17.2,0.0452,0.979,0.00111,0.0957,0.254,107.26,204760.0
Songs Of Travel: 2. Let Beauty Awake,0.225,0.0318,-28.389,0.0438,0.99,0.861,0.0778,0.0622,126.841,113307.0
Songs Of Travel: 3. The Roadside Fire,0.235,0.0334,-23.691,0.0391,0.981,0.983,0.0644,0.0979,76.559,141880.0
Songs Of Travel: 4. Youth And Love,0.219,0.013,-20.401,0.0368,0.987,0.962,0.0692,0.0357,72.33,236667.0
Songs Of Travel: 5. In Dreams,0.225,0.00841,-22.425,0.0406,0.989,0.956,0.0671,0.0375,65.886,147653.0
Songs Of Travel: 6. The Infinite Shining Heavens,0.191,0.00579,-27.202,0.0406,0.988,0.954,0.0464,0.0448,99.418,149733.0
Songs Of Travel: 7. Whither Must I Wander?,0.245,0.027,-20.367,0.0456,0.992,0.972,0.144,0.276,167.473,195213.0
Songs Of Travel: 8. Bright Is The Ring Of Words,0.213,0.00725,-24.92,0.0435,0.98,0.979,0.0835,0.101,115.115,118760.0
Songs Of Travel: 9. I Have Trod The Upward And The Downward Slope,0.252,0.00408,-28.014,0.0429,0.991,0.99,0.111,0.0991,69.832,118333.0
"Let Us Garlands Bring Op.18: Come Away, Come Away, Death",0.262,0.033,-26.125,0.0427,0.991,0.00014,0.0944,0.108,142.015,209467.0
Let Us Garlands Bring Op.18: Who Is Silvia?,0.501,0.126,-22.11,0.0383,0.99,0.0,0.0984,0.666,76.504,94840.0
Let Us Garlands Bring Op.18: Fear No More The Heat O' The Sun,0.22,0.00984,-27.76,0.0471,0.989,4.92e-06,0.0859,0.0675,77.971,342800.0
Let Us Garlands Bring Op.18: O Mistress Mine,0.501,0.0769,-24.276,0.0333,0.985,4.67e-05,0.208,0.583,101.987,101027.0
Let Us Garlands Bring Op.18: It Was A Lover And His Lass,0.393,0.134,-20.63,0.0425,0.991,6.7e-06,0.113,0.462,137.511,157640.0
Bredon Hill And Other Songs: Bredon Hill,0.235,0.0517,-23.361,0.0459,0.988,0.00988,0.048,0.106,81.351,289000.0
Bredon Hill And Other Songs: Oh Fair Enough Are Sky And Plain,0.263,0.00717,-34.562,0.044,0.973,0.0081,0.0941,0.0874,83.279,197000.0
Bredon Hill And Other Songs: When The Lad For Longing Sighs,0.252,0.0164,-30.266,0.0506,0.987,0.000409,0.161,0.144,85.842,104000.0
Bredon Hill And Other Songs: On The Idle Hill Of Summer,0.23,0.0401,-23.529,0.039,0.977,0.00864,0.107,0.0395,91.222,188000.0
Bredon Hill And Other Songs: With Rue My Heart Is Laden,0.279,0.00396,-33.885,0.0362,0.984,0.00848,0.096,0.0764,86.295,114000.0
Sea Fever: I Must Go Down To The Seas Again,0.302,0.053,-26.742,0.049,0.974,0.00204,0.103,0.176,93.443,140533.0
The Vagabond: Dunno A Heap About The What An' Why,0.3,0.0302,-27.053,0.0498,0.981,1.98e-06,0.0703,0.206,77.568,117000.0
The Bells Of San Marie: It's Pleasant In Holy Mary By San Marie lagoon,0.381,0.0547,-27.15,0.0443,0.989,0.00132,0.107,0.156,96.962,160000.0
A Shropshire Lad: Loveliest Of Trees,0.327,0.0298,-24.194,0.0503,0.989,0.0,0.0703,0.0927,97.746,152107.0
A Shropshire Lad: When I Was One-And-Twenty,0.417,0.068,-21.494,0.128,0.988,0.0,0.0746,0.185,164.818,74293.0
A Shropshire Lad: Look Not In My Eyes,0.438,0.0308,-27.394,0.0492,0.989,0.0,0.078,0.325,120.073,118587.0
"A Shropshire Lad: Think No More, Lad",0.596,0.191,-16.683,0.051,0.99,0.000545,0.105,0.587,108.502,75307.0
