,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Elevation,0.785,0.716,-5.797,0.0462,0.0889,0.195,0.165,0.709,100.009,284987.0
Yesterdays,0.363,0.849,-7.744,0.0554,0.0666,0.00517,0.306,0.429,170.627,196227.0
Hanging By A Moment,0.541,0.864,-4.915,0.0357,0.00118,0.0,0.0896,0.435,124.557,216067.0
No One Knows,0.507,0.588,-4.881,0.0641,0.0359,0.000129,0.373,0.637,170.889,278707.0
Vienna,0.532,0.495,-6.662,0.0343,0.659,0.0,0.0754,0.308,124.936,214240.0
Spirits In The Material World,0.833,0.663,-7.859,0.058,0.273,0.016,0.0327,0.859,141.551,179067.0
Dance4Life,0.729,0.807,-7.324,0.0605,0.00568,0.658,0.0901,0.324,131.99,321840.0
I Still Haven't Found What I'm Looking For,0.564,0.774,-9.424,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477.0
It Takes Two (with Tina Turner),0.623,0.974,-4.922,0.0715,0.00521,1.87e-05,0.0775,0.71,141.235,252720.0
Love You More,0.365,0.257,-9.979,0.0504,0.89,0.0,0.12,0.412,172.171,169765.0
When Your Heart Is Weak,0.752,0.454,-12.023,0.0277,0.422,0.000108,0.103,0.924,105.614,280320.0
"Super Freak - 12"" Version",0.785,0.767,-9.92,0.0414,0.0374,6.16e-05,0.264,0.967,131.105,425560.0
Love Like Blood,0.471,0.758,-8.308,0.0401,0.0317,0.514,0.199,0.558,125.791,408827.0
Traffic (Radio Edit),0.714,0.642,-10.241,0.0868,0.00251,0.887,0.186,0.102,137.834,177027.0
Home,0.606,0.826,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,210173.0
Embarrassment,0.467,0.825,-4.847,0.0317,0.11,0.0451,0.11,0.88,75.463,190893.0
Your Latest Trick,0.704,0.408,-13.558,0.0346,0.721,0.104,0.141,0.264,122.544,393867.0
Unfinished Sympathy,0.592,0.835,-8.475,0.032,0.0393,0.209,0.665,0.703,114.436,308427.0
Sovereign Light Café,0.535,0.725,-5.861,0.0302,0.013,0.0,0.156,0.509,122.84,218840.0
Always On The Run,0.52,0.875,-8.075,0.151,0.0215,0.03,0.0709,0.887,169.214,233067.0
Heroes - Single Version; 2002 Remaster,0.506,0.766,-8.242,0.0304,0.0434,0.161,0.27,0.611,112.64,217360.0
Only When You Leave,0.585,0.831,-6.206,0.0453,0.244,4.64e-06,0.0539,0.701,137.271,308760.0
Stuck In A Moment You Can't Get Out Of,0.506,0.371,-6.511,0.0351,0.182,4.53e-06,0.149,0.227,77.857,219912.0
Sign 'O' the Times - Single Version,0.825,0.393,-10.875,0.0771,0.039,0.000905,0.0609,0.62,98.94,223507.0
If I Could Turn Back Time,0.658,0.575,-10.365,0.0267,0.243,0.0,0.122,0.504,108.329,239827.0
Forever Man - 1999 Remaster,0.649,0.898,-6.018,0.0428,0.207,0.0103,0.193,0.797,111.151,191560.0
You Could Be Mine,0.35,0.985,-5.676,0.122,0.00876,0.551,0.36,0.323,151.007,343640.0
Stir It Up - Live At The Pavillon De Paris/1977,0.673,0.823,-6.942,0.0534,0.0992,4.74e-05,0.971,0.803,90.854,317027.0
Alphabet St.,0.823,0.981,-4.483,0.074,0.397,0.443,0.0588,0.539,104.306,338985.0
Cloudbusting,0.712,0.281,-15.497,0.0332,0.638,3.66e-05,0.0797,0.807,112.787,309973.0
Fame,0.7,0.73,-8.763,0.0311,0.132,0.0,0.133,0.961,130.519,316067.0
Far From Over,0.403,0.962,-3.232,0.0924,0.000778,0.0,0.117,0.377,154.068,238973.0
Long Train Running,0.575,0.912,-7.275,0.0393,0.0916,0.00211,0.0562,0.843,117.399,207267.0
When I Come Around,0.531,0.909,-4.236,0.034,0.0175,0.0,0.231,0.814,97.546,178000.0
Perfect Day - Remastered,0.407,0.293,-10.635,0.0327,0.733,0.00207,0.109,0.0875,143.237,223240.0
Real Men,0.761,0.412,-8.283,0.0332,0.177,0.0,0.0812,0.717,108.961,161800.0
Sultans Of Swing,0.73,0.868,-7.325,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400.0
Hole Hearted,0.4,0.747,-9.438,0.045,0.163,0.0,0.0774,0.674,203.396,219289.0
Three Days In A Row,0.736,0.118,-26.03,0.0395,0.483,0.841,0.11,0.651,130.024,254189.0
Don't Stop Me Now,0.563,0.865,-5.277,0.16,0.0472,0.000191,0.77,0.601,156.271,209413.0
The One I Love,0.644,0.468,-11.824,0.0953,0.517,0.0,0.162,0.959,159.498,150520.0
Can't Stop,0.618,0.938,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,269000.0
Sledgehammer - Live,0.614,0.891,-5.235,0.0506,0.0679,1.83e-06,0.98,0.66,99.035,355533.0
Scar Tissue,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907.0
Some Like It Hot - 2005 Remaster,0.732,0.893,-8.355,0.0488,0.0816,2.05e-05,0.0783,0.654,125.487,305467.0
While You See A Chance - 2010 Remaster,0.6,0.839,-5.495,0.0314,0.337,0.000257,0.0667,0.381,128.846,315587.0
Rocks,0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147.0
Solsbury Hill,0.683,0.63,-8.844,0.0296,0.363,0.000873,0.314,0.481,102.457,261440.0
Jaded,0.764,0.271,-5.697,0.0414,0.037,0.0,0.175,0.0371,116.019,262453.0
Little Green Bag - Single Edit,0.701,0.656,-10.958,0.0326,0.151,0.000121,0.0739,0.852,102.877,243533.0
She Sells Sanctuary,0.55,0.765,-8.684,0.0287,4.76e-06,0.873,0.132,0.419,139.46,252533.0
Again,0.748,0.733,-4.421,0.072,0.0062,0.0,0.329,0.291,93.019,312240.0
Stop Crying Your Heart Out,0.331,0.558,-5.506,0.031,0.0689,1.96e-06,0.124,0.0985,150.19,303120.0
If You Love Somebody Set Them Free,0.627,0.849,-10.61,0.0309,0.137,0.0,0.319,0.817,125.058,256227.0
Infinity 2008 - Klaas Vocal Edit,0.498,0.862,-6.02,0.0589,0.000313,0.00941,0.352,0.47,128.034,192294.0
A View to a Kill,0.706,0.814,-5.405,0.0569,0.0159,0.0,0.262,0.778,125.472,217693.0
The Joker,0.596,0.448,-9.616,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504.0
Show Me The Way,0.7,0.726,-7.717,0.0329,0.434,1.1e-06,0.0963,0.641,130.109,243267.0
Sigh No More,0.485,0.333,-10.311,0.0299,0.0251,0.000252,0.306,0.214,147.769,207987.0
World of Hurt,0.596,0.997,-1.419,0.123,0.003,0.0,0.333,0.264,109.963,198720.0
Papa Was a Rolling Stone,0.847,0.599,-11.607,0.0422,0.0559,0.00483,0.192,0.873,119.997,432893.0
Parachute,0.642,0.762,-7.411,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,253200.0
Whatever You Want,0.694,0.47,-13.302,0.0315,0.0438,0.0,0.0557,0.754,77.967,290933.0
"The Power - 7"" Version",0.747,0.878,-7.637,0.0654,0.0449,0.00406,0.206,0.7,108.891,227030.0
Fool's Overture,0.406,0.306,-10.482,0.0372,0.313,0.0079,0.0727,0.073,135.272,652560.0
The Boys Are Back In Town,0.445,0.706,-9.803,0.0461,0.234,0.000252,0.205,0.768,80.823,266720.0
Two Tribes,0.54,0.621,-13.165,0.0369,0.00292,0.00287,0.367,0.195,130.202,208133.0
Smoke on the Water,0.632,0.586,-11.333,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173.0
Gold,0.448,0.838,-5.257,0.0557,0.21,0.000131,0.131,0.254,139.863,208907.0
Yellow,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773.0
Celebration,0.885,0.664,-11.795,0.0524,0.145,0.0483,0.0767,0.906,121.632,298867.0
This Ain't A Love Song,0.348,0.635,-6.836,0.0386,0.0932,0.0,0.126,0.144,87.974,306240.0
You're My Best Friend,0.518,0.761,-7.025,0.0452,0.158,0.00765,0.0715,0.576,118.738,170800.0
Love Her Madly - New Stereo Mix,0.577,0.588,-9.683,0.027,0.021,0.000213,0.0574,0.962,148.029,218413.0
It's Only Love (With Bryan Adams) - Live,0.181,0.849,-10.595,0.12,0.142,0.00122,0.987,0.54,204.598,255093.0
Crack The Shutters,0.567,0.72,-5.715,0.0241,0.000664,1.77e-05,0.121,0.342,106.022,200987.0
In These Arms,0.51,0.915,-3.036,0.0562,0.00884,1.75e-05,0.205,0.459,123.257,319227.0
In My Place,0.424,0.588,-5.455,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,226680.0
Poison,0.84,0.56,-10.53,0.21,0.00195,0.00417,0.633,0.775,111.815,261853.0
Innuendo - Remastered 2011,0.212,0.732,-5.751,0.0635,0.184,0.00472,0.296,0.17,73.419,393027.0
What It Is,0.84,0.304,-6.52,0.101,0.0732,1.76e-05,0.115,0.656,76.474,143476.0
Accidentally In Love,0.554,0.927,-3.641,0.0378,0.044,3.32e-06,0.0876,0.81,138.0,188613.0
They Stood Up For Love,0.381,0.899,-4.968,0.0449,0.000312,0.433,0.358,0.339,186.886,275200.0
Have A Little Faith In Me,0.446,0.41,-11.431,0.0289,0.736,0.0,0.122,0.318,156.274,245000.0
Belle Helene,0.737,0.555,-10.423,0.0376,0.112,0.00023,0.0755,0.976,137.912,169613.0
Karma Police,0.36,0.501,-9.129,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,264067.0
Angie - Remastered,0.441,0.466,-9.101,0.0284,0.612,7.37e-05,0.112,0.464,139.07,271293.0
Bicycle Race - 2011 Remaster,0.429,0.669,-6.446,0.0783,0.0637,0.0,0.0955,0.611,82.725,180813.0
You Can Leave Your Hat On,0.65,0.535,-13.325,0.0282,0.118,0.0,0.187,0.9,173.8,255293.0
Lola,0.474,0.917,-4.19,0.0395,0.582,0.231,0.201,0.902,152.113,241040.0
You Do Something To Me,0.444,0.339,-13.156,0.0273,0.477,0.00664,0.112,0.297,72.637,218560.0
Narcotic - Long Version,0.589,0.569,-8.405,0.0252,0.000793,0.117,0.11,0.385,102.066,275643.0
Inbetween Days,0.531,0.857,-6.152,0.0342,0.0679,0.0104,0.233,0.745,142.476,176520.0
Levels - Radio Edit,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,199907.0
Someone Like You,0.556,0.319,-8.251,0.0281,0.893,0.0,0.0996,0.294,135.187,285240.0
R U Kiddin' Me,0.592,0.458,-8.127,0.169,0.284,0.883,0.156,0.215,174.073,148966.0
Run To The Water,0.151,0.854,-4.508,0.052,0.00179,0.000851,0.0878,0.287,181.264,267573.0
Weekend Love,0.739,0.623,-5.593,0.0738,0.254,0.000212,0.129,0.821,115.139,219280.0
She Will Be Loved,0.706,0.713,-5.512,0.0301,0.0596,0.0,0.132,0.544,102.037,257133.0
About A Girl,0.409,0.932,-4.538,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,166640.0
Save a Prayer - Single Version,0.59,0.662,-9.226,0.0313,0.141,0.0,0.0935,0.651,113.455,225840.0
Denis,0.758,0.674,-4.533,0.108,0.0903,0.0,0.0902,0.424,97.977,181224.0
Rock the Casbah - Remastered,0.797,0.872,-6.727,0.0575,0.291,0.0,0.284,0.866,129.885,222427.0
School,0.294,0.745,-9.138,0.0461,0.05,0.125,0.676,0.347,134.364,210107.0
Wanted Dead Or Alive,0.252,0.802,-3.976,0.0391,0.13,0.0146,0.309,0.253,150.056,308667.0
Tubthumping,0.263,0.871,-7.496,0.131,0.106,0.0,0.363,0.622,206.68,278960.0
Let's Stay Together,0.756,0.401,-10.702,0.0526,0.582,0.011,0.0541,0.514,101.954,199396.0
Sing Our Own Song,0.755,0.619,-12.677,0.0397,0.0779,0.00378,0.0702,0.893,101.988,441360.0
"Stay (Faraway, So Close!)",0.561,0.51,-12.175,0.0258,0.186,0.0575,0.0674,0.719,94.079,298427.0
Skinny Love,0.592,0.263,-14.029,0.0568,0.845,5.68e-06,0.127,0.109,76.366,238520.0
Proud Mary,0.699,0.641,-7.564,0.0289,0.13,0.000218,0.0601,0.728,120.745,187213.0
Happy,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,232720.0
No Mercy,0.635,0.621,-5.936,0.0288,0.0466,0.0,0.128,0.844,105.047,154465.0
You Give Love A Bad Name,0.541,0.96,-2.947,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707.0
Love Is The Drug,0.838,0.757,-5.399,0.0927,0.059,0.0119,0.0271,0.602,124.65,251333.0
Relax,0.471,0.881,-4.483,0.0467,0.0588,0.000378,0.26,0.544,169.898,158573.0
Don't Be Afraid Of The Dark,0.707,0.501,-12.143,0.0287,0.63,6.83e-05,0.0482,0.791,113.263,226507.0
Oerend Hard,0.664,0.66,-10.39,0.0989,0.122,0.0,0.075,0.836,126.566,224570.0
It's A Beautiful Day - Remastered 2011,0.267,0.131,-13.386,0.0339,0.668,6.15e-05,0.0844,0.0368,90.985,154067.0
Weak,0.67,0.643,-4.553,0.0465,0.118,0.0,0.192,0.703,123.979,201159.0
It's So Hard,0.9,0.593,-6.629,0.333,0.0554,0.0,0.0304,0.633,92.946,172933.0
Keep Your Head Up,0.674,0.778,-5.367,0.0376,0.0469,0.0,0.145,0.816,90.01,189933.0
Take Your Time Girl (live at ruud de wild/538),0.62,0.417,-9.51,0.0263,0.8,0.0,0.108,0.706,137.858,208207.0
One Vision,0.46,0.922,-7.388,0.264,0.0449,0.000252,0.34,0.328,119.961,311027.0
Sussudio,0.714,0.935,-5.195,0.0849,0.0529,0.0934,0.0515,0.725,121.232,263107.0
Roll Over Lay Down,0.599,0.591,-6.779,0.0454,0.00217,0.00816,0.199,0.149,126.83,342920.0
Belfast Child - Remastered 2013,0.165,0.379,-10.475,0.0409,0.443,0.0714,0.0993,0.294,161.969,314600.0
Even Better Than The Real Thing,0.505,0.759,-6.871,0.0303,0.00112,0.000365,0.168,0.65,128.63,221373.0
Hier,0.666,0.715,-5.311,0.0374,0.52,0.0,0.465,0.736,115.874,193561.0
Powerless (Say What You Want),0.61,0.922,-5.623,0.0341,0.025,0.0219,0.183,0.775,108.458,232760.0
Lullaby,0.849,0.19,-9.628,0.0447,0.549,0.00229,0.102,0.203,113.955,200880.0
Mysterious Ways,0.674,0.659,-8.049,0.0277,0.00156,0.00765,0.108,0.697,99.768,243587.0
New Kid in Town - 2013 Remaster,0.649,0.425,-9.811,0.0267,0.378,0.0013,0.108,0.651,107.383,304926.0
People Gotta Move,0.739,0.621,-13.604,0.0452,0.215,0.0161,0.0557,0.721,117.11,201600.0
Sanctify Yourself - Edit / Remastered 2013,0.55,0.954,-5.936,0.0536,0.0397,9.68e-06,0.808,0.564,128.002,236307.0
Song 2,0.674,0.789,-6.903,0.0676,0.00178,0.00708,0.0753,0.918,129.802,121160.0
Sing for Absolution,0.436,0.678,-7.211,0.0301,0.457,0.0384,0.0873,0.194,170.287,294867.0
Year of the Cat - Single Version,0.847,0.552,-7.91,0.0336,0.238,0.00573,0.0659,0.525,105.575,238360.0
Is It Any Wonder?,0.546,0.38,-6.279,0.0291,0.633,0.593,0.0899,0.408,137.02,276600.0
Crazy Little Thing Called Love,0.599,0.762,-6.887,0.0423,0.714,4.43e-06,0.35,0.715,76.961,163373.0
One of These Nights - 2013 Remaster,0.655,0.606,-10.385,0.0285,0.0603,0.0789,0.0757,0.765,110.061,291686.0
Like A Rolling Stone - Edit,0.428,0.773,-8.302,0.039,0.00804,0.000543,0.984,0.443,95.21,414960.0
When The Lady Smiles,0.704,0.816,-7.121,0.0309,0.438,0.00891,0.354,0.83,131.577,340027.0
Wonderful Tonight,0.572,0.214,-15.625,0.0293,0.649,0.129,0.125,0.485,95.542,225027.0
No Limit,0.838,0.771,-3.791,0.244,0.0117,0.0,0.0853,0.405,175.957,245387.0
Vertigo - Radio Edit,0.413,0.809,-4.644,0.0577,0.00011,0.00113,0.158,0.635,140.067,190493.0
Tonight (With David Bowie) - Live,0.593,0.722,-12.516,0.0465,0.195,0.00108,0.933,0.719,101.539,255000.0
Liefs Uit Londen,0.436,0.133,-18.596,0.0357,0.805,0.000284,0.176,0.134,77.464,238893.0
All Right Now,0.787,0.472,-12.824,0.0832,0.221,0.000336,0.153,0.824,120.059,330643.0
The Look Of Love - Pt. 1,0.731,0.91,-4.559,0.0918,0.11,0.000447,0.313,0.886,120.991,209160.0
Light My Fire,0.413,0.725,-5.787,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760.0
U Can't Touch This,0.867,0.517,-13.222,0.0875,0.00456,0.000339,0.0864,0.866,133.148,257360.0
Oh Pretty Woman - 2002 Remaster,0.31,0.705,-5.633,0.061,0.0507,0.00389,0.299,0.667,206.399,265907.0
Your Song,0.554,0.315,-11.028,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241787.0
Can't Stand Losing You,0.737,0.789,-5.299,0.3,0.0701,0.000933,0.0518,0.891,141.969,178760.0
How You Gonna See Me Now - 2002 Remaster,0.539,0.418,-11.039,0.0391,0.25,1.02e-06,0.147,0.212,136.439,232467.0
Candy,0.664,0.667,-5.941,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533.0
Everytime I Think Of You,0.422,0.113,-20.652,0.0359,0.973,0.946,0.113,0.0532,51.216,366667.0
One Step Beyond,0.477,0.94,-4.888,0.0423,0.0124,0.032,0.412,0.941,154.82,138360.0
Let Love Rule,0.689,0.452,-12.927,0.0407,0.0293,0.26,0.0672,0.696,152.814,342160.0
Hou Van Mij,0.358,0.299,-12.186,0.0492,0.332,0.0,0.4,0.221,170.284,193759.0
Twilight Zone,0.666,0.667,-9.486,0.0388,0.00394,0.000148,0.0733,0.558,118.556,474467.0
By the Way,0.451,0.97,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,216933.0
City Of Blinding Lights,0.444,0.771,-4.127,0.0304,0.000234,0.0184,0.108,0.198,139.172,345707.0
Don't Cry (Original),0.456,0.59,-8.638,0.0327,0.00182,0.00379,0.104,0.243,124.635,283733.0
Sympathy For The Devil,0.702,0.668,-9.237,0.214,0.518,0.0,0.0588,0.561,116.063,378147.0
Learn to Fly,0.465,0.919,-4.025,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,235293.0
Can't Stop This Thing We Started,0.537,0.88,-6.873,0.0404,0.0256,0.0,0.467,0.508,113.045,269133.0
Wish You Were Here - 2011 Remaster,0.464,0.442,-8.842,0.0315,0.232,1.21e-05,0.0493,0.365,142.13,291092.0
Good Vibrations - Mono Version,0.479,0.379,-11.092,0.0305,0.426,3.53e-05,0.117,0.428,76.029,216507.0
Make You Feel My Love,0.317,0.172,-10.636,0.0326,0.907,0.000383,0.105,0.0963,65.18,212040.0
Road Trippin',0.378,0.474,-8.202,0.0271,0.28,0.00138,0.117,0.38,102.379,204960.0
Selling The Drama,0.451,0.907,-6.705,0.0647,0.0109,0.000338,0.14,0.366,124.375,205693.0
Disappear,0.476,0.36,-11.396,0.0494,0.96,1.92e-05,0.118,0.0341,140.575,109741.0
With a Little Help From My Friends - Live,0.23,0.859,-5.315,0.0893,0.00365,0.000143,0.977,0.32,142.659,359692.0
Listen to the Music,0.645,0.598,-13.18,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267.0
Dirty Cash (Money Talks) - Sold Out 7 Inch Mix,0.757,0.83,-13.169,0.0413,0.00129,0.00741,0.0877,0.925,120.883,243133.0
Sacrifice,0.735,0.795,-6.523,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918.0
Somebody Is Watching Me,0.854,0.798,-5.557,0.159,0.223,0.0452,0.0828,0.055,125.023,204716.0
When Love Comes To Town,0.65,0.665,-11.259,0.0372,0.0526,4.62e-06,0.13,0.593,115.51,254267.0
Just Say Yes,0.535,0.883,-5.456,0.033,0.0214,1.17e-05,0.0276,0.253,108.02,281987.0
Mooie Dag,0.359,0.795,-5.351,0.141,0.152,0.0,0.323,0.596,174.88,137600.0
Live and Let Die,0.262,0.777,-8.671,0.0632,0.0109,0.113,0.12,0.264,152.5,182733.0
Mixed Emotions,0.644,0.502,-9.57,0.42,0.394,0.0,0.142,0.431,113.93,181747.0
So Far Away - Full Version,0.241,0.223,-11.528,0.0389,0.937,0.857,0.115,0.0305,79.408,900000.0
Breaking the Habit,0.579,0.849,-5.218,0.0303,0.108,0.0,0.0909,0.581,100.021,196907.0
Trouble,0.582,0.797,-4.926,0.0334,0.23,0.0,0.132,0.595,135.973,196027.0
Here I Go Again - 2008 Remaster,0.292,0.823,-6.763,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395.0
Killer Queen,0.69,0.732,-5.352,0.0497,0.0604,0.00114,0.168,0.636,107.977,178889.0
Message To My Girl,0.611,0.401,-15.091,0.0262,0.0993,7.09e-05,0.0484,0.705,104.517,244000.0
The Wall Street Shuffle,0.516,0.517,-10.665,0.028,0.174,0.000162,0.112,0.639,98.141,241573.0
I Will Follow,0.517,0.206,-12.233,0.0421,0.924,0.0,0.118,0.489,80.401,189187.0
Is This Love - 2003 Remaster,0.759,0.7,-6.359,0.0267,0.172,2.45e-06,0.104,0.926,116.741,238320.0
Raspberry Beret,0.761,0.67,-12.759,0.0438,0.21,0.000426,0.0684,0.91,120.75,215173.0
Don't Stop,0.5,0.748,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852,250987.0
Money Don't Matter 2 Night,0.824,0.569,-10.386,0.0348,0.0292,2.35e-05,0.0595,0.703,110.129,286627.0
Have You Ever Seen The Rain,0.741,0.697,-7.028,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133.0
Too Much Love Will Kill You,0.409,0.396,-7.6,0.0306,0.584,5.64e-05,0.159,0.21,73.08,259213.0
Oomachasaooma (Feel The Love),0.861,0.471,-7.59,0.0511,0.0816,0.0,0.0715,0.722,127.557,310560.0
Tell Me Baby,0.695,0.993,-3.114,0.0612,0.00177,0.00246,0.0814,0.281,107.951,247667.0
Somebody To Love,0.497,0.693,-7.024,0.0565,0.19,0.0,0.215,0.358,111.539,296493.0
The Whole Of The Moon,0.606,0.794,-7.168,0.0291,0.119,7.16e-06,0.125,0.584,105.813,302827.0
I Can't Sleep Without You - Live,0.485,0.886,-8.27,0.0421,0.0566,4.15e-06,0.781,0.603,130.567,208467.0
Against All Odds,0.58,0.498,-6.901,0.0277,0.198,0.0,0.132,0.111,116.271,206360.0
This Is The Last Time,0.503,0.495,-10.251,0.0328,0.655,0.373,0.0934,0.133,140.032,283387.0
Kryptonite,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,233933.0
Desire,0.598,0.768,-4.713,0.0484,0.106,0.0,0.107,0.206,148.007,189813.0
It's The First Time,0.636,0.593,-10.269,0.0364,0.0755,0.859,0.0454,0.223,113.007,176283.0
Sunday Bloody Sunday,0.543,0.944,-7.495,0.0543,0.402,0.000564,0.0373,0.735,101.174,279440.0
Maybe Tomorrow,0.495,0.653,-6.769,0.0361,0.217,0.000458,0.334,0.571,80.897,272947.0
Right Between the Eyes,0.625,0.629,-13.046,0.027,0.111,0.0119,0.213,0.924,93.168,249280.0
Take The Long Way Home,0.414,0.7,-8.838,0.0301,0.22,0.000721,0.114,0.37,76.79,308853.0
These Are The Days Of Our Lives,0.7,0.261,-16.95,0.0315,0.317,0.000233,0.0443,0.548,112.443,254467.0
Memories (feat. Kid Cudi),0.561,0.87,-6.103,0.343,0.0015,2.82e-06,0.246,0.498,129.98,210093.0
Caribbean Queen (No More Love On the Run),0.79,0.649,-7.507,0.0265,0.166,8.87e-05,0.092,0.954,113.798,244427.0
It's Only Love,0.515,0.805,-4.491,0.0345,0.00993,1.57e-05,0.419,0.743,101.161,194618.0
Dansen Aan Zee,0.348,0.431,-10.546,0.0333,0.16,0.0,0.0969,0.257,193.753,274867.0
Lessons in Love,0.709,0.839,-8.403,0.0367,0.159,0.00209,0.301,0.864,113.186,246013.0
One Word,0.657,0.7,-6.249,0.0789,0.0487,0.0,0.0887,0.7,162.036,218800.0
A Whiter Shade Of Pale,0.249,0.66,-6.905,0.0342,0.504,0.0026,0.0891,0.435,149.813,248947.0
Cruel Man,0.474,0.815,-4.585,0.039,0.104,0.00293,0.108,0.556,172.134,197560.0
Miss You,0.792,0.829,-6.612,0.256,0.00103,0.0755,0.582,0.17,93.044,92856.0
Paranoid,0.412,0.658,-12.051,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406.0
Is She Really Going Out With Him?,0.874,0.318,-6.869,0.0454,0.0353,1.69e-05,0.217,0.919,116.117,215067.0
Everlasting Love,0.546,0.828,-4.771,0.0394,0.719,0.03,0.372,0.401,121.418,153947.0
Love Rears It's Ugly Head,0.615,0.477,-8.816,0.092,0.0558,6.25e-05,0.231,0.731,156.008,259467.0
Rainbow In The Sky - K & A's Radio Blast,0.475,0.941,-7.042,0.0345,0.000125,0.0102,0.276,0.262,167.973,213113.0
"I Want Your Sex, Pt. 2",0.856,0.692,-10.14,0.0424,0.00127,0.311,0.0435,0.896,98.043,276493.0
The Unforgettable Fire,0.431,0.739,-8.71,0.03,0.000335,0.0581,0.103,0.227,136.594,294000.0
Into Temptation,0.446,0.37,-15.877,0.027,0.478,0.000205,0.0823,0.256,84.186,273800.0
A Town Called Malice,0.492,0.963,-5.322,0.0572,0.000407,6.85e-06,0.674,0.656,96.063,211520.0
Food For Thought - Live,0.599,0.654,-10.983,0.0377,0.00141,0.189,0.921,0.756,132.21,303987.0
The Night,0.545,0.366,-9.51,0.0378,0.969,0.267,0.641,0.1,86.997,208212.0
Bad Moon Rising,0.508,0.774,-5.973,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600.0
A Different Corner,0.263,0.286,-10.34,0.0335,0.857,0.00898,0.105,0.151,99.001,243533.0
Undercover Of The Night,0.603,0.973,-4.454,0.176,0.0272,0.00731,0.472,0.408,122.756,273493.0
Comfortably Numb - 2011 Remastered Version,0.523,0.3,-16.083,0.0339,0.116,1.91e-05,0.096,0.194,125.567,195467.0
Snow (Hey Oh),0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667.0
Still Loving You,0.282,0.605,-4.916,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453.0
New Year's Day,0.607,0.614,-7.326,0.0264,0.248,0.0,0.359,0.623,130.092,234240.0
Would I Lie to You?,0.613,0.912,-4.638,0.0328,0.0378,3.65e-05,0.52,0.733,131.968,268240.0
Het Is Een Nacht... (Levensecht),0.631,0.623,-7.013,0.0297,0.541,5.3e-06,0.157,0.495,138.076,225040.0
Livin' Thing,0.549,0.651,-7.097,0.0323,0.583,0.0,0.121,0.368,122.818,212307.0
My Life,0.741,0.647,-12.878,0.0427,0.108,0.00139,0.0555,0.804,131.097,284000.0
Mushanga,0.719,0.313,-19.185,0.0364,0.0861,0.00253,0.0903,0.505,121.913,335067.0
State Of Independence - Single Version,0.752,0.652,-13.12,0.18,0.148,0.0455,0.354,0.874,165.396,262107.0
Come Undone - UK Radio Edit,0.399,0.685,-6.135,0.0416,0.00875,0.0,0.211,0.235,167.965,234894.0
Don't Stand So Close To Me,0.799,0.506,-9.414,0.0606,0.0453,0.00107,0.0365,0.518,140.309,242667.0
Sinds 1 Dag Of 2 (32 Jaar),0.884,0.599,-10.892,0.0449,0.283,0.00396,0.137,0.963,113.743,200891.0
Bed Of Roses,0.309,0.596,-5.599,0.0293,0.101,0.0,0.21,0.161,164.587,394400.0
I Don't Like Mondays,0.464,0.46,-6.874,0.0393,0.717,0.0,0.151,0.476,143.603,259093.0
I Feel Good,0.803,0.75,-4.67,0.0551,0.0233,3.87e-05,0.045,0.628,106.0,136058.0
The Devil Made Me Do It,0.755,0.618,-12.864,0.0455,0.0259,1.58e-06,0.0395,0.966,142.326,133107.0
